tau,tauDot,q,qDot,u
-1,0,-83.6228,0,0
-1,0,-83.6175,0,0
-1,0,-83.6122,0,0
-1,0,-83.6069,0,0
-1,0,-83.6015,0,0
-1,0,-83.5962,0,0
-1,0,-83.5909,0,0
-1,0,-83.5856,0,0
-1,0,-83.5802,0,0
-1,0,-83.5749,0,0
-1,0,-83.5696,0,0
-1,0,-83.5643,0,0
-1,0,-83.5589,0,0
-1,0,-83.5536,0,0
-1,0,-83.5483,0,0
-1,0,-83.543,0,0
-1,0,-83.5377,0,0
-1,0,-83.5323,0,0
-1,0,-83.527,0,0
-1,0,-83.5217,0,0
-1,0,-83.5164,0,0
-1,0,-83.5111,0,0
-1,0,-83.5057,0,0
-1,0,-83.5004,0,0
-1,0,-83.4951,0,0
-1,0,-83.4898,0,0
-1,0,-83.4845,0,0
-1,0,-83.4792,0,0
-1,0,-83.4738,0,0
-1,0,-83.4685,0,0
-1,0,-83.4632,0,0
-1,0,-83.4579,0,0
-1,0,-83.4526,0,0
-1,0,-83.4473,0,0
-1,0,-83.4419,0,0
-1,0,-83.4366,0,0
-1,0,-83.4313,0,0
-1,0,-83.426,0,0
-1,0,-83.4207,0,0
-1,0,-83.4154,0,0
-1,0,-83.4101,0,0
-1,0,-83.4047,0,0
-1,0,-83.3994,0,0
-1,0,-83.3941,0,0
-1,0,-83.3888,0,0
-1,0,-83.3835,0,0
-1,0,-83.3782,0,0
-1,0,-83.3729,0,0
-1,0,-83.3676,0,0
-1,0,-83.3623,0,0
-1,0,-83.3569,0,0
-1,0,-83.3516,0,0
-1,0,-83.3463,0,0
-1,0,-83.341,0,0
-1,0,-83.3357,0,0
-1,0,-83.3304,0,0
-1,0,-83.3251,0,0
-1,0,-83.3198,0,0
-1,0,-83.3145,0,0
-1,0,-83.3092,0,0
-1,0,-83.3039,0,0
-1,0,-83.2986,0,0
-1,0,-83.2933,0,0
-1,0,-83.288,0,0
-1,0,-83.2827,0,0
-1,0,-83.2773,0,0
-1,0,-83.272,0,0
-1,0,-83.2667,0,0
-1,0,-83.2614,0,0
-1,0,-83.2561,0,0
-1,0,-83.2508,0,0
-1,0,-83.2455,0,0
-1,0,-83.2402,0,0
-1,0,-83.2349,0,0
-1,0,-83.2296,0,0
-1,0,-83.2243,0,0
-1,0,-83.219,0,0
-1,0,-83.2137,0,0
-1,0,-83.2084,0,0
-1,0,-83.2031,0,0
-1,0,-83.1978,0,0
-1,0,-83.1925,0,0
-1,0,-83.1872,0,0
-1,0,-83.1819,0,0
-1,0,-83.1766,0,0
-1,0,-83.1713,0,0
-1,0,-83.166,0,0
-1,0,-83.1607,0,0
-1,0,-83.1554,0,0
-1,0,-83.1501,0,0
-1,0,-83.1448,0,0
-1,0,-83.1395,0,0
-1,0,-83.1343,0,0
-1,0,-83.129,0,0
-1,0,-83.1237,0,0
-1,0,-83.1184,0,0
-1,0,-83.1131,0,0
-1,0,-83.1078,0,0
-1,0,-83.1025,0,0
-1,0,-83.0972,0,0
-1,0,-83.0919,0,0
-1,0,-83.0866,0,0
-1,0,-83.0813,0,0
-1,0,-83.076,0,0
-1,0,-83.0707,0,0
-1,0,-83.0654,0,0
-1,0,-83.0602,0,0
-1,0,-83.0549,0,0
-1,0,-83.0496,0,0
-1,0,-83.0443,0,0
-1,0,-83.039,0,0
-1,0,-83.0337,0,0
-1,0,-83.0284,0,0
-1,0,-83.0231,0,0
-1,0,-83.0178,0,0
-1,0,-83.0126,0,0
-1,0,-83.0073,0,0
-1,0,-83.002,0,0
-1,0,-82.9967,0,0
-1,0,-82.9914,0,0
-1,0,-82.9861,0,0
-1,0,-82.9808,0,0
-1,0,-82.9755,0,0
-1,0,-82.9703,0,0
-1,0,-82.965,0,0
-1,0,-82.9597,0,0
-1,0,-82.9544,0,0
-1,0,-82.9491,0,0
-1,0,-82.9438,0,0
-1,0,-82.9386,0,0
-1,0,-82.9333,0,0
-1,0,-82.928,0,0
-1,0,-82.9227,0,0
-1,0,-82.9174,0,0
-1,0,-82.9122,0,0
-1,0,-82.9069,0,0
-1,0,-82.9016,0,0
-1,0,-82.8963,0,0
-1,0,-82.891,0,0
-1,0,-82.8858,0,0
-1,0,-82.8805,0,0
-1,0,-82.8752,0,0
-1,0,-82.8699,0,0
-1,0,-82.8646,0,0
-1,0,-82.8594,0,0
-1,0,-82.8541,0,0
-1,0,-82.8488,0,0
-1,0,-82.8435,0,0
-1,0,-82.8383,0,0
-1,0,-82.833,0,0
-1,0,-82.8277,0,0
-1,0,-82.8224,0,0
-1,0,-82.8171,0,0
-1,0,-82.8119,0,0
-1,0,-82.8066,0,0
-1,0,-82.8013,0,0
-1,0,-82.7961,0,0
-1,0,-82.7908,0,0
-1,0,-82.7855,0,0
-1,0,-82.7802,0,0
-1,0,-82.775,0,0
-1,0,-82.7697,0,0
-1,0,-82.7644,0,0
-1,0,-82.7591,0,0
-1,0,-82.7539,0,0
-1,0,-82.7486,0,0
-1,0,-82.7433,0,0
-1,0,-82.7381,0,0
-1,0,-82.7328,0,0
-1,0,-82.7275,0,0
-1,0,-82.7223,0,0
-1,0,-82.717,0,0
-1,0,-82.7117,0,0
-1,0,-82.7064,0,0
-1,0,-82.7012,0,0
-1,0,-82.6959,0,0
-1,0,-82.6906,0,0
-1,0,-82.6854,0,0
-1,0,-82.6801,0,0
-1,0,-82.6748,0,0
-1,0,-82.6696,0,0
-1,0,-82.6643,0,0
-1,0,-82.6591,0,0
-1,0,-82.6538,0,0
-1,0,-82.6485,0,0
-1,0,-82.6433,0,0
-1,0,-82.638,0,0
-1,0,-82.6327,0,0
-1,0,-82.6275,0,0
-1,0,-82.6222,0,0
-1,0,-82.6169,0,0
-1,0,-82.6117,0,0
-1,0,-82.6064,0,0
